year,Brand,Car_Price,Location,Mileage,Type
2015,شيفروليه أفيو 2015,"EGP 445,000","Obour City, Cairo•",150000 km,Benzine
2023,موديل مرسيدس EQE 350 2023 صفر,"EGP 3,450,000","Heliopolis, Cairo•",New,Electric
2018,Renault Kadjar 2018,"EGP 850,000","Smoha, Alexandria•",170000 km,Benzine
1996,كيا برايد 1996,"EGP 165,000","Mostakbal City, Cairo•",250000 km,Benzine
2025,ام جى 7 - MG 7,"EGP 1,665,000","Sheikh Zayed, Giza•",New,Benzine
2025,كوبرا ليون Cupra leon 2025,"EGP 1,800,000","5th Settlement, New Cairo•",New,Benzine
2010,Chevrolet Optra 2010,"EGP 410,000","Nasr City, Cairo•",257 km,Benzine
2009,شيفروليه لانوس 2009,"EGP 220,000","Hadayek al-Ahram, Giza•",185000 km,Benzine
2024,Mercedes E200 2024 Exclusive,"EGP 5,800,000","Nasr City, Cairo•",2100 km,Benzine
2017,لادا جرانتا 2017,"EGP 290,000","Abasiya, Cairo•",162400 km,Benzine
2025,بى واى دى اف 3 - BYD F3,"EGP 690,000","Nasr City, Cairo•",New,Benzine
2024,Hummer EV 3X 2024,"EGP 8,500,000","Beverly Hills Compound, Sheikh Zayed•",New,Electric
2008,هيونداي فيرنا 2008,"EGP 270,000","10th of Ramadan, Sharqia•",150000 km,Benzine
1987,مرسيدس 200 موديل 1987,"EGP 250,000","6th of October, Giza•",200000 km,Benzine
1988,مرسيدس بنز 200 1988,"EGP 350,000","Mansura, Dakahlia•",100000 km,Benzine
1990,رينو 5 1990,"EGP 85,000","Salam City, Cairo•",1 km,Benzine
2018,سكودا أوكتافيا 2018 2018,"EGP 1,250,000","New Cairo, Cairo•",New,Benzine
2025,هيونداي توسان 2025 فيس لفت اعلي فئه,"EGP 2,150,000","Smoha, Alexandria•",New,Benzine
2005,Volkswagen Pointer 2005,"EGP 140,000","Hadayek al-Ahram, Giza•",150000 km,Benzine
1974,فيات 124 1974,"EGP 65,000","Hadayek Helwan, Cairo•",100000 km,Benzine
2007,رينو كليو 2007,"EGP 260,000","Obour City, Cairo•",160000 km,Benzine
2010,شيفروليه اوبترا 2010,"EGP 430,000","Heliopolis, Cairo•",132000 km,Benzine
2025,استلام فورى جيتور T2 موديل 2025,"EGP 2,140,000","Mohandessin, Giza•",2380 km,Benzine
2005,Volkswagen Pointer 2005,"EGP 140,000","Hadayek al-Ahram, Giza•",150000 km,Benzine
1974,فيات 124 1974,"EGP 65,000","Hadayek Helwan, Cairo•",100000 km,Benzine
2007,رينو كليو 2007,"EGP 260,000","Obour City, Cairo•",160000 km,Benzine
2010,شيفروليه اوبترا 2010,"EGP 430,000","Heliopolis, Cairo•",132000 km,Benzine
2025,استلام فورى جيتور T2 موديل 2025,"EGP 2,140,000","Mohandessin, Giza•",2380 km,Benzine
2017,هيوندايab إلينترا 2017 حالة نادرة 48000 كمHyundai Alantra ab,"EGP 890,000","Madinaty, Cairo•",48000 km,Benzine
1997,فيات تيمبرا 1997,"EGP 210,000","Al Amiriyyah, Cairo•",190 km,Natural Gas
2024,BMW X6 2024,"EGP 8,100,000","1st Settlement, New Cairo•",2000 km,Benzine
2009,شيفروليه أفيو 2009 sedan,"EGP 220,000","Zahraa Madinat Nasr, Nasr City•",300000 km,Benzine
2001,كيا سبكترا 2001,"EGP 240,000","Al Hadrah, Alexandria•",195000 km,Benzine
2020,هيونداي توسان 2020 خليجي كسر زيرو فقط 12 الف,"EGP 1,490,000","1st Settlement, New Cairo•",12000 km,Benzine
2015,البيع لظروف للسفر,"EGP 450,000","Seyouf, Alexandria•",250000 km,Natural Gas
2010,اسبيرانزا A516 2010,"EGP 230,000","Mit Ghamr, Dakahlia•",200000 km,Benzine
2006,أوبل كورسا 2006 Corsa C,"EGP 255,000","6th of October, Giza•",173000 km,Benzine
2009,دايو نوبيرا 2009,"EGP 330,000","Shubra, Cairo•",195000 km,Benzine
2010,شيرى ايه 15 2010,"EGP 230,000","Mit Ghamr, Dakahlia•",200000 km,Benzine
2011,شيفروليه لانوس 2011,"EGP 275,000","GCR Golf City, Obour City•",238000 km,Benzine
2018,شيرى تيجو 3 2018,"EGP 600,000","6th District, 6th of October•",130000 km,Benzine
2003,دايو نوبيرا 2003 اوروبى,"EGP 225,000","10th of Ramadan, Sharqia•",190000 km,Benzine
2021,"X4 M Package 25K, New tires, Protection, All services done","EGP 3,650,000","Dokki, Giza•",25000 km,Benzine
2014,شيفروليه لانوس 2014,"EGP 290,000","Warraq, Giza•",157000 km,Benzine
2010,Hyundai Accent 2010,"EGP 450,000","Bilbeis, Sharqia•",194000 km,Benzine
2008,Opel Vectra 2008,"EGP 320,000","Tanta, Gharbia•",185000 km,Benzine
2017,أوبل أسترا 2017,"EGP 640,000","Sheraton, Cairo•",140000 km,Benzine
2004,اوبل استرا ٢٠٠٤,"EGP 290,000","Berket al-Sabaa, Monufia•",230000 km,Benzine
2009,سبيرانزا إيه 516 2009,"EGP 190,000","Warraq, Giza•",250000 km,Hybrid
2019,Opel Astra 2019 اوبل استرا فابريكه,"EGP 720,000","5th Settlement, New Cairo•",148000 km,Benzine
2013,رينو لوجان 2013,"EGP 310,000","Al Amiriyyah, Cairo•",263000 km,Benzine
2000,سكودا فيليشيا 2000,"EGP 190,000","6th of October, Giza•",312591 km,Benzine
2015,Geely Emgrand 7 2015 جيلى امجراند,"EGP 480,000","Zahraa Madinat Nasr, Nasr City•",106000 km,Benzine
2004,كيا ريو ٢ موديل ٢٠٠٤ بحالة جيدة,"EGP 240,000","Kerdasa, Giza•",170000 km,Benzine
2005,أوبل أسترا 2005,"EGP 350,000","Nasr City, Cairo•",240000 km,Benzine
2025,رينو اوسترال 2025,"EGP 1,575,000","Heliopolis, Cairo•",20000 km,Diesel
1996,اوبل فيكترا 1996,"EGP 220,000","Ain Shams, Cairo•",300000 km,Benzine
2001,سوزوكى بيك اب للبيع,"EGP 150,000","Nasr City, Cairo•",90000 km,Benzine
2006,رينو ميجان 2006,"EGP 270,000","Stella Compounds, New Heliopolis•",230 km,Benzine
2018,BMW 340i 2018,"EGP 3,200,000","Madinaty, Cairo•",59000 km,Benzine
2003,رينو ميجان 2003,"EGP 185,000","Mandara, Alexandria•",273 km,Benzine
1999,Suzuki Vitara 1999,"EGP 300,000","Bolkly, Alexandria•",185000 km,Benzine
1976,فيات 132 1976,"EGP 45,000","Beni Suef City, Beni Suef•",200000 km,Benzine
2010,كيا بيكانتو 2010 مورنينج توب لاين اتوماتيك فابريكه نهائي ٤١٠ الف,"EGP 410,000","Haram, Giza•",200000 km,Benzine
2017,مرسيدس بنز إي 180 2017,"EGP 2,400,000","Luxor City, Luxor•",170000 km,Benzine
2025,Mercedes-Benz GLC 300 2025 Fully Loaded,"EGP 5,000,000","New Cairo, Cairo•",New,Benzine
2026,Peugeot 408 2026,"EGP 2,450,000","5th Settlement, New Cairo•",New,Benzine
2025,Cupra Leon 2025,"EGP 1,790,000","5th Settlement, New Cairo•",New,Benzine
2010,كيا بيكانتو 2010 مورنينج توب لاين اتوماتيك فابريكه نهائي ٤١٠ الف,"EGP 410,000","Haram, Giza•",200000 km,Benzine
2017,مرسيدس بنز إي 180 2017,"EGP 2,400,000","Luxor City, Luxor•",170000 km,Benzine
2025,Mercedes-Benz GLC 300 2025 Fully Loaded,"EGP 5,000,000","New Cairo, Cairo•",New,Benzine
2026,Peugeot 408 2026,"EGP 2,450,000","5th Settlement, New Cairo•",New,Benzine
2025,Cupra Leon 2025,"EGP 1,790,000","5th Settlement, New Cairo•",New,Benzine
2021,Mercedes-Benz E300 2021,"EGP 3,950,000","New Cairo, Cairo•",40000 km,Benzine
2018,Jaguar F-Pace 2018,"EGP 2,250,000","New Cairo, Cairo•",100000 km,Benzine
2019,BMW 730 2019 2000CC,"EGP 3,100,000","New Cairo, Cairo•",115000 km,Benzine
1998,Skoda Octavia 1998,"EGP 330,000","Mahalla al-Kobra, Gharbia•",260000 km,Benzine
2010,هيونداي فيرنا 2010,"EGP 250,000","Abasiya, Cairo•",700000 km,Hybrid
2023,هيونداي إلينترا 2023,"EGP 1,280,000","Kreir Paradise, North Coast•",9000 km,Benzine
2019,Audi Q7 2019,"EGP 2,750,000","Sheikh Zayed, Giza•",79000 km,Benzine
2011,شيفروليه أفيو 2011,"EGP 340,000","Khosous, Qalyubia•",186000 km,Benzine
2018,BMW 340 2018,"EGP 2,400,000","Sheikh Zayed, Giza•",99000 km,Benzine
2023,مرسيدس بنز جى إل إيه 200 2023,"EGP 3,100,000","Zahraa Madinat Nasr, Nasr City•",New,Benzine
2009,هيونداي سوناتا 2009,"EGP 500,000","Mansuriyya, Giza•",300000 km,Benzine
1997,أوبل فيكترا 1997,"EGP 250,000","Tersa, Giza•",350000 km,Benzine
1999,دايو ماتيز 1999,"EGP 150,000","10th of Ramadan, Sharqia•",150000 km,Benzine
2022,Mercedes-Benz EQS 450+ 2022,"EGP 4,900,000","New Cairo, Cairo•",11000 km,Electric
1996,سيات توليدو (1996) للبيع,"EGP 150,000","Shubra, Cairo•",260000 km,Benzine
2025,Range Rover Velar S 2025,"EGP 5,250,000","Heliopolis, Cairo•",New,Benzine
2012,شيفروليه لانوس 2012,"EGP 350,000","Ismailia City, Ismailia•",180000 km,Benzine
2024,Mercedes-Benz C200 2024 AMG,"EGP 3,500,000","Heliopolis, Cairo•",New,Benzine
2010,شيفروليه كروز 2010,"EGP 385,000","New Obour City, Obour City•",163000 km,Benzine
2017,هيونداي فيرنا 2017,"EGP 300,000","Moneeb, Giza•",330000 km,Natural Gas
2018,Volkswagen Tiguan 2018,"EGP 1,500,000","5th Settlement, New Cairo•",73000 km,Benzine
1995,bmw e36 model 1995 316,"EGP 380,000","Ashmon, Monufia•",400000 km,Benzine
2022,Mercedes-Benz C180 2022,"EGP 3,250,000","New Cairo, Cairo•",36000 km,Benzine
2014,فولكسفاغن جيتا 2014,"EGP 700,000","Hadayek al-Ahram, Giza•",277000 km,Benzine
2024,سكودا كودياك 2024 spot Line,"EGP 2,500,000","Mahalla al-Kobra, Gharbia•",25000 km,Benzine
1999,سوزوكى فيتارا 1999,"EGP 300,000","Al Hadrah, Alexandria•",185000 km,Benzine
2003,Renault Clio 2003,"EGP 240,000","Ramses + Ramses Extension, Cairo•",233 km,Benzine
1979,بيجو 305 1979,"EGP 55,000","Deyerb Negm, Sharqia•",150000 km,Benzine
2002,Opel Astra 2002 - اوبل أسترا,"EGP 280,000","Asafra, Alexandria•",210000 km,Benzine
2010,شيفروليه كروز 2010,"EGP 400,000","Hadayek al-Ahram, Giza•",150000 km,Benzine
1986,فيات 127 1986,"EGP 54,000","10th District, Nasr City•",1000000 km,Benzine
2023,مرسيدس بنز سي إل إيه 200 2023,"EGP 2,750,000","West Somid, 6th of October•",33000 km,Benzine
2016,هيونداي فيرنا 2016,"EGP 365,000","5th Settlement, New Cairo•",140000 km,Benzine
2017,كيا سيراتو 2017خليجي سعودي,"EGP 860,000","8th District, Nasr City•",80000 km,Benzine
2013,شيرى انفى 2013,"EGP 320,000","Haram, Giza•",250000 km,Benzine
2022,"C180 Amg 2022 panorama , 19” . leather. Germany","EGP 3,200,000","New Cairo, Cairo•",20000 km,Benzine
2025,Range Rover Vogue  Long 2025,"EGP 14,500,000","Heliopolis, Cairo•",New,Benzine
2014,بي ام دبليو إكس 3 2014,"EGP 1,250,000","Maryotaya, Giza•",290000 km,Benzine
2025,Mercedes-Benz GLA 200 2025,"EGP 3,550,000","Sheikh Zayed, Giza•",1000 km,Benzine
2025,Mercedes-Benz E200 4matic 2025,"EGP 5,750,000","Sheikh Zayed, Giza•",New,Benzine
2022,"C180 Amg 2022 panorama , 19” . leather. Germany","EGP 3,200,000","New Cairo, Cairo•",20000 km,Benzine
2025,Range Rover Vogue  Long 2025,"EGP 14,500,000","Heliopolis, Cairo•",New,Benzine
2014,بي ام دبليو إكس 3 2014,"EGP 1,250,000","Maryotaya, Giza•",290000 km,Benzine
2025,Mercedes-Benz GLA 200 2025,"EGP 3,550,000","Sheikh Zayed, Giza•",1000 km,Benzine
2025,Mercedes-Benz E200 4matic 2025,"EGP 5,750,000","Sheikh Zayed, Giza•",New,Benzine
2016,For sale Renault Logan 2016 للبيع رينو لوجان ٢٠١٦ الفئة التانية,"EGP 400,000","1st Settlement, New Cairo•",165000 km,Benzine
2006,Chrysler Town and Country 2006,"EGP 650,000","Sheraton, Cairo•",181000 km,Benzine
2015,بي ام دبليو 316 2015,"EGP 1,100,000","Haram, Giza•",150000 km,Benzine
2012,BMW 118 2012,"EGP 760,000","Gianaclis, Alexandria•",260000 km,Benzine
1999,ميتسوبيشي لانسر كرستالة (1999) للبيع,"EGP 225,000","Mohandessin, Giza•",270000 km,Benzine
2004,دايو نوبيرا 2004,"EGP 240,000","Al Wasty, Beni Suef•",210000 km,Benzine
2018,بي ام دبليو 318 2018,"EGP 1,150,000","Ismailia City, Ismailia•",250000 km,Benzine
1999,رينو كليو هاتشباك ١٩٩٩,"EGP 142,000","Nasr City, Cairo•",315000 km,Benzine
2006,تويوتا ياريس 2006,"EGP 400,000","Marg, Cairo•",69417 km,Benzine
1998,بي ام دبليو 523 1998,"EGP 360,000","Faisal, Giza•",1000000 km,Benzine
2020,Fiat Tipo 2020,"EGP 775,000","New Cairo, Cairo•",151000 km,Benzine
1998,فيات بونتو (1998) للبيع,"EGP 185,000","Al Feshn, Beni Suef•",500000 km,Benzine
1998,Citroen AX 1998,"EGP 95,000","New Nozha, Cairo•",120000 km,Benzine
1997,Peugeot 605 1997,"EGP 180,000","11th District, 6th of October•",260000 km,Benzine
1992,BMW e36 1600cc 316 موديل 1992 بي ام دابليو,"EGP 300,000","Shubra, Cairo•",240000 km,Benzine
2026,اوبترا 2026 بأقل فايده و أطول فتره سداد,"EGP 800,000","Nasr City, Cairo•",New,Benzine
2025,بيجو 3008 2025 زيرو فاتوره استلم باقل فايده 14 %,"EGP 1,690,000","Smoha, Alexandria•",New,Benzine
2011,كيا ريو 2011,"EGP 447,000","Hadayek al-Ahram, Giza•",153000 km,Benzine
2002,Fiat Uno 2002,"EGP 140,000","3rd Settlement, New Cairo•",130000 km,Benzine
2010,كيا كارينز 2010,"EGP 610,000","Hadayek al-Ahram, Giza•",193000 km,Benzine
1999,كيا كرنفال 1999,"EGP 280,000","Tala, Monufia•",300000 km,Benzine
2025,Audi A3 2025 sport back اودي اي ٣ هاتشباك,"EGP 2,250,000","New Cairo, Cairo•",New,Benzine
2012,فولكسفاغن باسات 2012,"EGP 760,000","Zahraa Al Maadi, Cairo•",190000 km,Benzine
2013,أوبل أسترا 2013,"EGP 540,000","Ismailia City, Ismailia•",177000 km,Benzine
1988,Peugeot 405 1988,"EGP 170,000","Hadayek al-Ahram, Giza•",322000 km,Benzine
2007,Hyundai Elantra 2007,"EGP 520,000","6th of October, Giza•",151168 km,Benzine
2011,سبيرانزا إيه 516 2011,"EGP 220,000","Sidi Beshr, Alexandria•",280000 km,Natural Gas
2024,تويوتا كورولا 2024 اليجانس زيرو فاتورة استلم باقل فايده 14 %,"EGP 1,000,000","Smoha, Alexandria•",New,Benzine
2023,Hyundai Tucson 2023,"EGP 2,100,000","6th of October, Giza•",10000 km,Diesel
2023,سكودا سوبرب 2023 امبيشن صيانات توكيل استلم باقل فايده 14 %,"EGP 2,280,000","Smoha, Alexandria•",13000 km,Benzine
2025,تويوتا كورولا 2025 سمارت زيرو فاتوره  استلم عربيتك باقل فايده 14,"EGP 1,000,000","Smoha, Alexandria•",New,Benzine
2024,ام جى زد إس 2024  كومفورت زيرو فاتوره استلم باقل فايده 14 %,"EGP 1,020,000","Smoha, Alexandria•",New,Benzine
2022,كيا سبورتاج 2022 هاي لاين صيانات توكيل استلم عربيتك باقل فايده 14%,"EGP 1,000,000","Smoha, Alexandria•",50000 km,Benzine
2025,بي واي دي مانيوال بأقل فايده بنكيه,"EGP 650,000","Nasr City, Cairo•",New,Benzine
2025,بي واي دي اوتوماتيك بأفضل أنظمه التقسيط,"EGP 680,000","Nasr City, Cairo•",New,Benzine
2024,هيونداي توسان 2024,"EGP 2,145,000","Faisal, Giza•",3000 km,Benzine
1991,سيات إبيزا 1991,"EGP 60,000","Maamoura, Alexandria•",99999 km,Benzine
1992,Fiat 126 1992 فيات ١٢٦ حالة نادرة فبريكه,"EGP 37,000","Tanta, Gharbia•",30000 km,Benzine
1973,فيات 128 1973,"EGP 80,000","Zagazig, Sharqia•",200000 km,Benzine
1983,فيات 127 1983,"EGP 40,000","Heliopolis, Cairo•",1000000 km,Benzine
2024,هيونداي توسان 2024,"EGP 2,145,000","Faisal, Giza•",3000 km,Benzine
1991,سيات إبيزا 1991,"EGP 60,000","Maamoura, Alexandria•",99999 km,Benzine
1992,Fiat 126 1992 فيات ١٢٦ حالة نادرة فبريكه,"EGP 37,000","Tanta, Gharbia•",30000 km,Benzine
1973,فيات 128 1973,"EGP 80,000","Zagazig, Sharqia•",200000 km,Benzine
1983,فيات 127 1983,"EGP 40,000","Heliopolis, Cairo•",1000000 km,Benzine
2025,Land Rover Range Rover Vogue 2025,"EGP 14,500,000","Heliopolis, Cairo•",New,Benzine
2000,فورد فييستا 2000 2000,"EGP 165,000","Zahraa Madinat Nasr, Nasr City•",425097 km,Benzine
2016,"Renault Stepway 2016 -رينو ستيب واي 2016 – 120,000 كم – حالة ممتازة","EGP 540,000","Fayoum City, Fayoum•",120000 km,Benzine
2009,تويوتا كورولا 2009 بحاله ممتازه جدا,"EGP 610,000","Heliopolis, Cairo•",145000 km,Benzine
2009,Mercedes-Benz C280 2009 مرسيدس سي  فابريقة,"EGP 1,200,000","5th Settlement, New Cairo•",208000 km,Benzine
2024,ام جي ار اكس 5 2024 زيرووو استلم فورا باقل فايده 14 %,"EGP 1,490,000","Smoha, Alexandria•",New,Benzine
2024,مرسيدس بنز سي 200 2024AMG استلام فوري وباقل فايده 14%,"EGP 4,200,000","Beverly Hills Compound, Sheikh Zayed•",New,Benzine
1997,دايو نوبيرا 1 1997,"EGP 230,000","Tanta, Gharbia•",176000 km,Benzine
1975,فيات 128 1975,"EGP 80,000","Zagazig, Sharqia•",1 km,Benzine
2022,كيا سبورتاج 2022 بلاك اديشن صيانات توكيل استلم باقل فايده 14 %,"EGP 1,000,000","Smoha, Alexandria•",25000 km,Benzine
2009,Hyundai Verna 2009,"EGP 330,000","Boulaq Dakrour, Giza•",330000 km,Benzine
2022,Mercedes-Benz S500 2022- 4 Matic,"EGP 9,750,000","Sheikh Zayed, Giza•",2880 km,Benzine
2019,مرسيدس بنز إيه 180 2019,"EGP 2,920,000","Smoha, Alexandria•",100000 km,Benzine
2018,رينو كادجار 2018 الفئة الثالثة 40000كم,"EGP 990,000","6th of October, Giza•",40000 km,Benzine
2004,Mercedes-Benz C240 2004,"EGP 740,000","Janna, Shorouk City•",177000 km,Benzine
2016,بيجو 301 2016,"EGP 490,000","12th District, Sheikh Zayed•",167000 km,Benzine
2021,Suzuki Swift 2021,"EGP 680,000","Hadayek al-Ahram, Giza•",80000 km,Benzine
2022,كيه واى سى إكس 3 2022,"EGP 300,000","Nasr City, Cairo•",100000 km,Benzine
2010,Renault Megane play . . Top Line full option,"EGP 410,000","6th of October, Giza•",230000 km,Benzine
2020,Mercedes-Benz GLC 200 2020,"EGP 3,150,000","Sheikh Zayed, Giza•",103000 km,Benzine
2022,Mercedes-Benz G63 2022,"EGP 13,500,000","New Cairo, Cairo•",29000 km,Benzine
2024,كيا سيراتو 2024. كسر زيرو للبيع كاش او تقسيط,"EGP 1,290,000","Nasr City, Cairo•",27000 km,Benzine
2004,كيا ريو 2004,"EGP 2,250,000","10th of Ramadan, Sharqia•",390000 km,Benzine
2014,هيونداي فيرنا 2014,"EGP 400,000","Imbaba, Giza•",140000 km,Natural Gas
2009,سبيرانزا تيجوو 2009,"EGP 320,000","Haram, Giza•",172500 km,Benzine
2013,Toyota Fortuner 2013,"EGP 2,100,000","1st Settlement, New Cairo•",137000 km,Benzine
2014,هيونداي فيرنا 2014,"EGP 400,000","Imbaba, Giza•",140000 km,Natural Gas
2024,هيونداي إلينترا 2024HD رخصت ولم تستخدم استلم عرييتك باقل فايده 14%,"EGP 930,000","Smoha, Alexandria•",New,Benzine
1981,فيات 128 موديل 1981,"EGP 48,000","6th District, 6th of October•",1 km,Benzine
1993,سوزوكى سويفت 1993,"EGP 120,000","Damietta City, Damietta•",100000 km,Benzine
2010,زوتى اكسبلوجن 2010,"EGP 320,000","Tookh, Qalyubia•",150 km,Benzine
2022,سكودا A8 2022 امبيشن رخصت ولم تستخدم استلم باقل فايده 14%,"EGP 1,000,000","Smoha, Alexandria•",New,Benzine
2025,Mercedes-Benz GLC 300 2025 fully loaded احسن سعر ف مصر,"EGP 5,800,000","Madinaty, Cairo•",New,Benzine
2025,Mercedes-Benz E200 2025 AMG,"EGP 5,850,000","New Cairo, Cairo•",New,Benzine
2002,Opel Vectra 2002 اوبل فيكترا,"EGP 200,000","10th of Ramadan, Sharqia•",480000 km,Benzine
2013,بي ام دبليو 116 2013,"EGP 750,000","Nasr City, Cairo•",250000 km,Benzine
2018,كيا سيراتو 2018 خليجي,"EGP 860,000","6th District, Sheikh Zayed•",85000 km,Benzine
2006,بى واى دى فلاير 2006,"EGP 160,000","Glim, Alexandria•",42600 km,Benzine
2016,هيونداي إلينترا 2016,"EGP 700,000","Mohandessin, Giza•",212000 km,Benzine
2016,بي ام دبليو إكس 3 2016 ممكن بدل بأصغر,"EGP 1,690,000","Mohandessin, Giza•",131000 km,Benzine
2013,بي ام دبليو 116 2013,"EGP 750,000","Nasr City, Cairo•",250000 km,Benzine
2018,كيا سيراتو 2018 خليجي,"EGP 860,000","6th District, Sheikh Zayed•",85000 km,Benzine
2006,بى واى دى فلاير 2006,"EGP 160,000","Glim, Alexandria•",42600 km,Benzine
2016,هيونداي إلينترا 2016,"EGP 700,000","Mohandessin, Giza•",212000 km,Benzine
2016,بي ام دبليو إكس 3 2016 ممكن بدل بأصغر,"EGP 1,690,000","Mohandessin, Giza•",131000 km,Benzine
1999,سكودا فيليشيا 99 بحاله جيده,"EGP 150,000","Ain Sukhna, Suez•",83238 km,Benzine
2013,شيفروليه لانوس 2013,"EGP 340,000","Tanta, Gharbia•",80000 km,Benzine
2021,Opel Astra 2021,"EGP 800,000","El Shorouk 2000, Shorouk City•",100000 km,Benzine
2005,جيب ليبرتى 2005 للبيع حالة ممتازة,"EGP 480,000","Mohandessin, Giza•",200000 km,Benzine
2009,مرسيدس بنز سي 180 2009,"EGP 950,000","6th of October, Giza•",280000 km,Benzine
2019,Renault Duster 2019 رينو داستر ٢٠١٩,"EGP 775,000","Nasr City, Cairo•",90000 km,Benzine
2016,Mitsubishi Lancer 2016 متسوبيشي لانسر شارك,"EGP 650,000","Nasr City, Cairo•",133000 km,Benzine
2007,اسبيرانزا A620 2007,"EGP 265,000","Faqous, Sharqia•",204000 km,Benzine
1998,سكودا أوكتافيا 1998,"EGP 390,000","Markaz El Matareya, Dakahlia•",222222 km,Benzine
2024,هامر أخرى 2024,"EGP 8,000,000","New Cairo, Cairo•",19000 km,Electric
2015,Mercedes CLA 180 | موديل 2015 | حالة ممتازة | 180 ألف كم | Fully Loade,"EGP 1,380,000","New Cairo, Cairo•",180000 km,Benzine
2013,شيفروليه أفيو 2013,"EGP 420,000","Sheraton, Cairo•",120000 km,Benzine
2007,BMW 525 2007 بي ام دبليو ٥٢٥ ٢٠٠٧,"EGP 850,000","Maryotaya, Giza•",260000 km,Benzine
2009,Mercedes-Benz C180 2009,"EGP 900,000","Sheikh Zayed, Giza•",420000 km,Benzine
2021,مرسيدس بنز اي 200 2021,"EGP 3,750,000","6th of October, Giza•",27000 km,Benzine
2024,Chevrolet Captiva 2024,"EGP 1,300,000","Shorouk City, Cairo•",4000 km,Benzine
2017,شيرى تيجو 3 2017,"EGP 530,000","8th District, Nasr City•",225000 km,Benzine
1999,دايو جولييت 1999,"EGP 250,000","Mokattam, Cairo•",150000 km,Benzine
2025,Seat Ibiza limted 2025 سيات ابيزا ليمتيد اديشن,"EGP 1,290,000","New Zayed, Sheikh Zayed•",New,Benzine
2022,Renault Logan 2022,"EGP 640,000","Al Ibrahimiyyah, Alexandria•",13000 km,Benzine
2022,Renault Kadjar 2022 Signature رينو كادجار فابريكا بالكامل,"EGP 1,150,000","Nasr City, Cairo•",132000 km,Benzine
2019,Range Rover Sport 2019,"EGP 4,000,000","New Cairo, Cairo•",260000 km,Benzine
2008,فيات جراند بونتو 2008 اوتوماتيك كامله اعلي فئه,"EGP 290,000","Damietta City, Damietta•",278000 km,Benzine
1983,Jeep Wrangler 1983,"EGP 175,000","Fareskour, Damietta•",1000000 km,Benzine
2021,فولكسفاغن باسات 2021,"EGP 2,050,000","Tanta, Gharbia•",12000 km,Benzine
2008,MINI Cooper s 2008,"EGP 680,000","Smoha, Alexandria•",149000 km,Benzine
2021,رينو لوجان 2021,"EGP 425,000","Jasmine Gardens, Imbaba•",120000 km,Benzine
2021,تويوتا كورولا 2021,"EGP 1,080,000","Heliopolis, Cairo•",140000 km,Benzine
2026,شيرى تيجو 7 2026 Chery Tiggo 7,"EGP 1,110,000","Nasr City, Cairo•",New,Benzine
2025,مرسيدس بنز فيانو Extra Long Vip 2025,"EGP 9,200,000","Nasr City, Cairo•",New,Benzine
2009,شيفروليه سبارك 2009,"EGP 220,000","Ehnasia, Beni Suef•",30000 km,Benzine
2023,ام جى زد إس 2023,"EGP 950,000","Garden City, Cairo•",39000 km,Benzine
2010,مدينة العبور الاسكان العائلي بلوك 17051 قطعه 7,"EGP 180,000","Obour City, Cairo•",150000 km,Benzine
2002,دايو لانوس 2002,"EGP 250,000","Asafra, Alexandria•",10000 km,Benzine
2021,ام جى اتش اس 2021 2021 liverpool,"EGP 1,100,000","5th Settlement, New Cairo•",119000 km,Benzine
2025,جيتور داشينج 2025 Jetour Dashing,"EGP 1,690,000","Nasr City, Cairo•",New,Benzine
2025,بى واى دى اف 3 2025 BYD F3,"EGP 650,000","Nasr City, Cairo•",New,Benzine
1995,سكودا فيليشيا موديل 1995,"EGP 120,000","Al Hadrah, Alexandria•",120000 km,Benzine
2018,فورد فيوجن تيتانيوم اعلي فئه 2018,"EGP 895,000","Tanta, Gharbia•",225000 km,Diesel
1998,دايو نوبيرا 1998,"EGP 220,000","Gesr Al Suez, Cairo•",1 km,Benzine
2021,ام جى اتش اس 2021 2021 liverpool,"EGP 1,100,000","5th Settlement, New Cairo•",119000 km,Benzine
2025,جيتور داشينج 2025 Jetour Dashing,"EGP 1,690,000","Nasr City, Cairo•",New,Benzine
2025,بى واى دى اف 3 2025 BYD F3,"EGP 650,000","Nasr City, Cairo•",New,Benzine
1995,سكودا فيليشيا موديل 1995,"EGP 120,000","Al Hadrah, Alexandria•",120000 km,Benzine
2018,فورد فيوجن تيتانيوم اعلي فئه 2018,"EGP 895,000","Tanta, Gharbia•",225000 km,Diesel
1998,دايو نوبيرا 1998,"EGP 220,000","Gesr Al Suez, Cairo•",1 km,Benzine
2021,أوبل أسترا 2021,"EGP 770,000","Markaz Sohag, Sohag•",120000 km,Benzine
2015,BMW 316 2015,"EGP 1,100,000","Agouza, Giza•",198000 km,Benzine
2015,رينو لوجان 2015,"EGP 320,000","Al Manial, Cairo•",145000 km,Benzine
2017,هيونداي توسان 2017,"EGP 1,280,000","Heliopolis, Cairo•",128000 km,Benzine
1999,BMW 525 1999,"EGP 450,000","Hadayek al-Ahram, Giza•",140000 km,Benzine
2021,Mg5 2021,"EGP 740,000","Al Ibrahimiyyah, Alexandria•",99000 km,Benzine
2021,MG ZS 2021,"EGP 875,000","Hurghada, Red Sea•",67000 km,Benzine
2007,بيجو 405 2007,"EGP 160,000","Al Hadrah, Alexandria•",85000 km,Benzine
